WHO_REGION,COUNTRY_NAME,COUNTRY_CODE,ISO_YEAR,ISO_WEEK,ISO_START_DATE,SEX,AGEGROUP,AGEGROUP_NUM,DAILY_CASES,DAILY_CASES_DEATHS,DETAILED_CASES,DETAILED_CASES_DEATHS,DETAILED_CASES_CONFIRMED,DETAILED_CASES_DEATHS_CONFIRMED,DETAILED_CASES_PROBABLE,DETAILED_CASES_DEATHS_PROBABLE,DETAILED_CASES_HOSPITALISED,DETAILED_CASES_HW,DETAILED_CASES_DEATHS_HW,DETAILED_CASES_DISCHARGED,PERSONS_TESTED,PERSONS_TESTED_PCR,DAILY_DS,DETAILED_CASES_DS,DETAILED_CASES_DEATHS_DS,DETAILED_CASES_HOSPITALISED_DS,DETAILED_CASES_HW_DS,TEST_DS,LASTUPDATED_UTC
EUR,Italy,ITA,2020,48,2020-11-22T16:00:00.000Z,All,All,0,184001,5102,162449,5323,162449,5323,,,12369,6493,10,,1425999,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,49,2020-11-29T16:00:00.000Z,All,All,0,145459,5151,130041,4731,130041,4731,,,10662,6254,14,,1311089,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,50,2020-12-06T16:00:00.000Z,All,All,0,115784,4522,108071,4382,108071,4382,,,9309,5526,11,,1090062,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,51,2020-12-13T16:00:00.000Z,All,All,0,112308,4411,106922,3992,106922,3992,,,8697,5181,4,,761420,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,52,2020-12-20T16:00:00.000Z,All,All,0,100700,3180,92466,3317,92466,3317,,,8380,4468,6,,917012,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,53,2020-12-27T16:00:00.000Z,All,All,0,102418,3358,117236,3238,117236,3238,,,9264,4694,5,,880142,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,1,2021-01-03T16:00:00.000Z,All,All,0,116665,3409,122542,3321,122542,3321,,,9416,4537,2,,965114,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,2,2021-01-10T16:00:00.000Z,All,All,0,110867,3406,94239,3274,94239,3274,,,8585,3558,,,1315299,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,3,2021-01-17T16:00:00.000Z,All,All,0,86452,3362,85187,3134,85187,3134,,,7379,3038,4,,1727343,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-10T20:29:02.000Z
EUR,Italy,ITA,2021,4,2021-01-24T16:00:00.000Z,All,All,0,86598,3117,82867,2835,82867,2835,,,6813,2170,9,,1732691,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,5,2021-01-31T16:00:00.000Z,All,All,0,83315,2724,83487,2567,83487,2567,,,6723,1628,3,,1696000,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,6,2021-02-07T16:00:00.000Z,All,All,0,85721,2353,83464,2120,83464,2120,,,6499,1158,9,,1805855,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,7,2021-02-14T16:00:00.000Z,All,All,0,84977,2130,89959,2075,89959,2075,,,6962,877,5,,1890358,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,8,2021-02-21T16:00:00.000Z,All,All,0,112029,2021,121676,2053,121676,2053,,,8829,1133,5,,2073948,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,9,2021-02-28T16:00:00.000Z,All,All,0,138937,2071,142855,2252,142855,2252,,,10954,1132,4,,2209958,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,10,2021-03-07T16:00:00.000Z,All,All,0,155076,2303,156218,2478,156218,2478,,,12624,1275,5,,2280459,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,11,2021-03-14T16:00:00.000Z,All,All,0,154493,2761,149579,2854,149579,2854,,,13184,1238,4,,2267599,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,12,2021-03-21T16:00:00.000Z,All,All,0,156059,2994,144633,2994,144633,2994,,,12425,1297,1,,2202385,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,13,2021-03-28T16:00:00.000Z,All,All,0,137857,3068,131740,3089,131740,3089,,,11779,1171,3,,2106755,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,14,2021-04-04T16:00:00.000Z,All,All,0,103830,3219,100942,2950,100942,2950,,,9593,858,3,,1854823,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,15,2021-04-11T16:00:00.000Z,All,All,0,103366,2753,98023,2476,98023,2476,,,7862,819,1,,2039578,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,16,2021-04-18T16:00:00.000Z,All,All,0,92074,2345,91476,2255,91476,2255,,,7103,761,7,,2031573,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,17,2021-04-25T16:00:00.000Z,All,All,0,86100,2012,78130,1812,78130,1812,,,6037,609,1,,1988809,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,18,2021-05-02T16:00:00.000Z,All,All,0,67304,1661,63849,1467,63849,1467,,,4845,531,3,,1982198,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,19,2021-05-09T16:00:00.000Z,All,All,0,50453,1369,44477,1139,44477,1139,,,3556,328,1,,1805643,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,20,2021-05-16T16:00:00.000Z,All,All,0,34816,1090,30529,819,30529,819,,,2465,204,1,,1655819,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,21,2021-05-23T16:00:00.000Z,All,All,0,24865,849,22471,589,22471,589,,,1740,164,1,,1526792,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,22,2021-05-30T16:00:00.000Z,All,All,0,17098,470,16240,415,16240,415,,,1317,127,,,1242229,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,23,2021-06-06T16:00:00.000Z,All,All,0,13329,504,11611,286,11611,286,,,992,116,,,1277054,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,24,2021-06-13T16:00:00.000Z,All,All,0,8613,277,7439,209,7439,209,,,663,55,,,1311660,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
